10.0,4.0,27541.0,0.0269601427393
11.0,2.0,27614.0,0.0360982645836
8196.0,8.0,27804.0,0.0403745196576
9272.0,1.0,27834.0,0.0397683632513
24297.0,78.0,27840.0,0.0397815308569
572.0,8.0,27863.0,0.0380831534127
2900.0,64.0,27922.0,0.0352000195841
32.0,2.0,27977.0,0.0352756206331
7193.0,1.0,28046.0,0.036394909329
9.0,8.0,28073.0,0.0303743912333
48.0,4.0,28550.0,0.0332986860091
7.0,64.0,28559.0,0.029376712164
752.0,8.0,28804.0,0.0329177408983
10.0,1.0,28812.0,0.0277383762715
39.0,32.0,28844.0,0.0309728744447
1.0,16.0,33870.0,0.0307733794468
15625.0,4.0,33934.0,0.0323389256033
3.0,1.0,33967.0,0.0297358638277
6729.0,4.0,33982.0,0.0303593639833
260.0,1.0,34013.0,0.0300097418535
11.0,9.0,34399.0,0.0286645471826
257.0,1.0,34459.0,0.0287921708425
11.0,32.0,34563.0,0.0279884480017
14.0,4.0,34693.0,0.027440625194
22571.0,16.0,34790.0,0.0289766460103
6.0,8.0,34852.0,0.0268954815679
11.0,12.0,34904.0,0.0256491654136
10364.0,23.0,35811.0,0.0284757231801
473.0,2.0,35855.0,0.0275418847737
20.0,54.0,36273.0,0.0270294172741
9806.0,32.0,36328.0,0.0279861792436
1583.0,2.0,36769.0,0.0287271315328
31.0,8.0,10618.0,0.0295700578369
6233.0,1.0,10646.0,0.0424694499275
7.0,32.0,10674.0,0.0345814135057
33.0,4.0,10813.0,0.0375669778692
6473.0,1.0,11138.0,0.0393150258903
24.0,1.0,11451.0,0.0364365765066
11.0,18.0,12092.0,0.0323770537516
3950.0,256.0,12098.0,0.0311061005984
16391.0,1.0,12421.0,0.0356506927591
206.0,1.0,12458.0,0.0348021328831
74.0,1.0,12529.0,0.0339711580071
162.0,16.0,12582.0,0.0331205174554
31709.0,16.0,12605.0,0.0348490966418
11.0,32.0,12782.0,0.0277715932779
5482.0,32.0,13228.0,0.0318145194245
231.0,16.0,13482.0,0.0308543988088
26.0,1.0,13501.0,0.0288051563922
8191.0,2.0,13553.0,0.0303920873644
230.0,18.0,13562.0,0.0291491503909
987.0,32.0,13676.0,0.0291182823457
8351.0,128.0,21433.0,0.027763771632
10101.0,36.0,21621.0,0.028992977765
11.0,8.0,21992.0,0.0254831374976
16606.0,2.0,22106.0,0.0285523229726
31.0,1.0,22154.0,0.0268135130603
73.0,1.0,22626.0,0.0268325381058
19951.0,128.0,23507.0,0.0279736955969
9.0,1.0,23632.0,0.0228372201298
1567.0,16.0,23743.0,0.025221782051
1020.0,1.0,33322.0,0.0293376391454
23413.0,32.0,34297.0,0.0328293658045
18474.0,32.0,35877.0,0.0336405946024
12.0,2.0,31642.0,0.0307711078447
11.0,32.0,31661.0,0.0404927219297
63.0,4.0,31783.0,0.0406013124961
8.0,32.0,36452.0,0.0389149715836
372.0,4.0,36766.0,0.0396256205185
23.0,16.0,36836.0,0.0377774535037
13620.0,64.0,37174.0,0.0392787406258
12092.0,4.0,37325.0,0.0370599464095
44.0,8.0,37330.0,0.0354448365507
14077.0,1.0,37367.0,0.0347142883386
14606.0,4.0,37380.0,0.0345011553542
14222.0,1.0,37761.0,0.0336237655014
10425.0,128.0,37860.0,0.0343826619541
11468.0,128.0,37882.0,0.0333959480214
3.0,51.0,37930.0,0.0306770594772
9793.0,86.0,38006.0,0.0324974955715
14.0,8.0,38066.0,0.0300084887255
21313.0,8.0,38134.0,0.0299836260202
13858.0,1.0,38214.0,0.0293572975818
25.0,2.0,38276.0,0.0279840110989
84.0,16.0,38401.0,0.0285913133266
23.0,2.0,38426.0,0.0270739035933
37.0,1.0,38475.0,0.0265597591721
18710.0,8.0,39685.0,0.0271224290224
17754.0,128.0,39774.0,0.0282160972561
3.0,2.0,39798.0,0.0254678633528
39.0,2.0,39914.0,0.024711848603
14740.0,1.0,40075.0,0.0253957156339
58.0,1.0,40093.0,0.0248770595911
19.0,24.0,40114.0,0.0239869703025
40.0,1.0,40200.0,0.023511618381
36.0,1.0,40700.0,0.0233929126582
38.0,8.0,32591.0,0.0301307578942
13.0,4.0,32674.0,0.0368604189339
93.0,64.0,32689.0,0.0405377528444
12.0,4.0,32709.0,0.0348437688541
20416.0,1.0,32725.0,0.0391380196803
28.0,32.0,32791.0,0.03677427369
751.0,1.0,33054.0,0.0382701649748
